Airline,Date_of_Journey,Source,Destination,Dep_Time,Duration,Total_Stops,Price
Jet Airways,23/02/2023,Bangalore,Kolkata,00:15,16h 21m,2 stops,12034
Jet Airways,17/02/2023,Bangalore,Cochin,22:48,14h 23m,1 stop,9310
Vistara,13/04/2023,Kolkata,Bangalore,13:26,14h 57m,3 stops,11949
GoAir,19/01/2023,Bangalore,Kolkata,00:45,17h 4m,non-stop,6942
GoAir,25/02/2023,Chennai,Bangalore,01:25,25h 2m,1 stop,11598
IndiGo,23/02/2023,Mumbai,Cochin,12:56,22h 44m,2 stops,11477
GoAir,26/04/2023,Delhi,Cochin,16:39,5h 44m,3 stops,8663
SpiceJet,11/04/2023,Mumbai,Delhi,19:41,15h 44m,2 stops,10067
Vistara,11/01/2023,Kolkata,Cochin,01:34,11h 24m,1 stop,7315
Multiple carriers,07/03/2023,Kolkata,New Delhi,17:19,17h 21m,1 stop,7797
IndiGo,03/02/2023,Mumbai,Delhi,07:53,25h 19m,3 stops,13284
Air India,03/02/2023,Bangalore,Cochin,20:32,12h 7m,non-stop,7549
Air India,15/03/2023,Chennai,Cochin,23:00,15h 21m,1 stop,9899
SpiceJet,06/02/2023,Delhi,Cochin,21:50,23h 36m,1 stop,10212
Vistara,01/02/2023,Mumbai,Hyderabad,03:20,17h 37m,1 stop,9435
GoAir,19/01/2023,Chennai,New Delhi,22:27,14h 5m,non-stop,5627
Vistara,27/02/2023,Kolkata,Bangalore,02:23,22h 33m,3 stops,13204
Vistara,23/03/2023,Delhi,Kolkata,13:28,23h 59m,3 stops,13748
Vistara,06/03/2023,Kolkata,Bangalore,04:31,23h 29m,1 stop,11232
Air India,06/04/2023,Kolkata,New Delhi,05:35,12h 58m,non-stop,7232
Vistara,17/02/2023,Bangalore,New Delhi,18:18,2h 33m,1 stop,4241
GoAir,08/02/2023,Delhi,Cochin,09:31,1h 50m,non-stop,2541
Vistara,24/04/2023,Bangalore,Cochin,09:13,6h 52m,3 stops,8004
Air India,09/01/2023,Mumbai,Cochin,01:26,16h 36m,2 stops,11158
Air Asia,02/03/2023,Delhi,Kolkata,23:53,20h 8m,1 stop,9533
Air Asia,27/02/2023,Chennai,Hyderabad,04:55,24h 20m,non-stop,9638
Vistara,26/04/2023,Chennai,Bangalore,12:21,18h 2m,3 stops,12507
Multiple carriers,04/01/2023,Bangalore,Hyderabad,18:40,25h 45m,2 stops,12399
Air India,25/01/2023,Mumbai,New Delhi,19:34,19h 48m,non-stop,9710
SpiceJet,25/04/2023,Chennai,Delhi,00:07,22h 59m,1 stop,10470
IndiGo,01/02/2023,Delhi,Bangalore,22:53,19h 28m,non-stop,7902
GoAir,06/01/2023,Chennai,Delhi,15:55,1h 21m,non-stop,2619
Vistara,10/02/2023,Bangalore,Delhi,12:16,3h 7m,non-stop,3859
Jet Airways,24/01/2023,Delhi,Bangalore,08:49,3h 9m,2 stops,9700
Vistara,20/03/2023,Kolkata,New Delhi,10:11,1h 45m,non-stop,2860
Vistara,19/01/2023,Bangalore,Cochin,13:57,11h 16m,3 stops,11178
Air India,17/03/2023,Bangalore,Delhi,07:31,17h 48m,3 stops,13694
Air India,01/03/2023,Delhi,Cochin,17:26,3h 30m,non-stop,4584
SpiceJet,12/03/2023,Bangalore,Cochin,18:43,4h 15m,1 stop,4623
Vistara,19/04/2023,Chennai,New Delhi,20:32,7h 50m,1 stop,6014
Jet Airways,24/02/2023,Kolkata,Delhi,17:28,2h 0m,3 stops,10968
Multiple carriers,08/01/2023,Kolkata,New Delhi,15:17,20h 16m,3 stops,12219
SpiceJet,06/02/2023,Mumbai,Delhi,01:10,24h 34m,non-stop,8115
Air India,16/01/2023,Chennai,Hyderabad,04:46,18h 17m,3 stops,12431
GoAir,03/02/2023,Delhi,Hyderabad,22:28,9h 15m,2 stops,7949
SpiceJet,12/02/2023,Chennai,Delhi,00:58,23h 8m,non-stop,8496
Air Asia,28/03/2023,Bangalore,New Delhi,05:26,18h 57m,3 stops,12561
Vistara,11/04/2023,Mumbai,New Delhi,20:41,3h 34m,non-stop,4577
Air Asia,15/04/2023,Bangalore,Cochin,12:52,20h 22m,3 stops,11862
IndiGo,17/02/2023,Bangalore,Kolkata,06:28,1h 14m,non-stop,3303
Multiple carriers,12/01/2023,Delhi,Bangalore,19:40,10h 51m,1 stop,6479
Air Asia,05/03/2023,Delhi,Cochin,22:45,20h 13m,non-stop,7401
Vistara,14/03/2023,Bangalore,Cochin,16:31,6h 35m,1 stop,6351
Jet Airways,17/01/2023,Bangalore,Delhi,23:04,5h 16m,1 stop,8554
Multiple carriers,03/01/2023,Kolkata,Hyderabad,22:43,18h 39m,2 stops,10894
Air Asia,24/03/2023,Bangalore,Kolkata,21:41,2h 54m,2 stops,6385
Vistara,08/03/2023,Delhi,Hyderabad,14:31,12h 33m,non-stop,6810
SpiceJet,28/04/2023,Bangalore,Cochin,13:34,15h 20m,non-stop,6052
SpiceJet,29/01/2023,Delhi,Hyderabad,22:27,3h 58m,1 stop,4153
Jet Airways,09/01/2023,Delhi,Cochin,20:40,4h 1m,3 stops,10384
IndiGo,30/04/2023,Mumbai,Hyderabad,10:53,9h 15m,non-stop,4719
SpiceJet,08/03/2023,Delhi,Cochin,07:04,25h 38m,3 stops,13814
Air India,16/01/2023,Chennai,Delhi,02:03,2h 24m,2 stops,8322
Air India,28/04/2023,Kolkata,New Delhi,14:03,10h 39m,3 stops,10134
Air India,07/01/2023,Bangalore,Delhi,09:54,13h 25m,non-stop,7514
Vistara,11/04/2023,Kolkata,Delhi,21:39,1h 29m,non-stop,3200
Vistara,13/01/2023,Mumbai,Delhi,10:41,22h 50m,non-stop,8429
GoAir,14/01/2023,Mumbai,Bangalore,03:00,20h 45m,non-stop,8214
SpiceJet,23/03/2023,Mumbai,Bangalore,16:16,12h 26m,3 stops,10484
Air Asia,18/01/2023,Kolkata,Bangalore,01:03,5h 19m,3 stops,8800
GoAir,19/01/2023,Delhi,Bangalore,15:19,20h 21m,2 stops,10755
IndiGo,26/03/2023,Mumbai,Delhi,21:09,2h 15m,non-stop,2864
GoAir,23/03/2023,Kolkata,Bangalore,06:50,3h 21m,1 stop,5617
Air Asia,30/03/2023,Chennai,Delhi,10:54,19h 36m,2 stops,11011
Multiple carriers,21/01/2023,Chennai,Cochin,03:29,2h 31m,1 stop,5884
IndiGo,30/01/2023,Kolkata,Hyderabad,14:39,7h 15m,3 stops,9254
GoAir,21/02/2023,Chennai,Bangalore,05:52,1h 23m,non-stop,2401
GoAir,15/01/2023,Bangalore,Delhi,04:18,15h 12m,2 stops,8839
IndiGo,06/02/2023,Kolkata,Bangalore,05:14,9h 46m,1 stop,5945
SpiceJet,03/01/2023,Kolkata,Bangalore,05:53,9h 58m,non-stop,3792
Jet Airways,11/04/2023,Chennai,Hyderabad,03:21,7h 19m,3 stops,10741
GoAir,22/01/2023,Delhi,Hyderabad,16:51,20h 56m,3 stops,13298
Air India,18/02/2023,Bangalore,Delhi,22:23,11h 38m,3 stops,12250
SpiceJet,17/03/2023,Bangalore,Delhi,06:54,18h 18m,1 stop,8171
SpiceJet,12/04/2023,Bangalore,Hyderabad,08:55,5h 54m,3 stops,7678
Air India,20/03/2023,Chennai,Hyderabad,02:10,17h 24m,2 stops,11271
Air Asia,02/04/2023,Kolkata,Cochin,11:33,23h 30m,3 stops,13220
Multiple carriers,23/03/2023,Mumbai,Kolkata,18:41,2h 13m,1 stop,5832
SpiceJet,20/02/2023,Chennai,Bangalore,06:19,14h 56m,3 stops,10670
Jet Airways,12/03/2023,Delhi,Cochin,02:08,25h 5m,2 stops,14160
GoAir,06/01/2023,Kolkata,Delhi,14:32,20h 21m,3 stops,12423
Air Asia,17/02/2023,Chennai,Kolkata,15:20,9h 24m,non-stop,4617
Air Asia,24/03/2023,Kolkata,Cochin,02:22,3h 18m,non-stop,4359
Multiple carriers,16/01/2023,Kolkata,New Delhi,02:23,2h 34m,1 stop,4683
SpiceJet,08/02/2023,Delhi,Cochin,23:52,25h 43m,2 stops,11140
Jet Airways,02/01/2023,Mumbai,Cochin,09:18,12h 50m,3 stops,13437
Vistara,02/01/2023,Mumbai,Hyderabad,15:41,17h 48m,1 stop,9522
Vistara,03/04/2023,Kolkata,Bangalore,23:13,16h 14m,3 stops,11979
Air Asia,19/04/2023,Delhi,Cochin,06:27,25h 44m,3 stops,13179
Air Asia,04/01/2023,Chennai,Delhi,11:08,19h 55m,1 stop,8875
IndiGo,17/04/2023,Chennai,Hyderabad,11:21,8h 26m,3 stops,9404
Vistara,11/02/2023,Mumbai,Cochin,18:01,19h 50m,non-stop,8638
Jet Airways,14/03/2023,Kolkata,Cochin,20:51,20h 58m,3 stops,14280
SpiceJet,10/03/2023,Chennai,New Delhi,12:12,16h 6m,2 stops,9666
Air Asia,14/01/2023,Delhi,Bangalore,21:35,6h 2m,3 stops,8054
Jet Airways,27/04/2023,Kolkata,New Delhi,12:18,7h 14m,2 stops,10100
Air India,17/02/2023,Chennai,New Delhi,16:00,6h 20m,3 stops,9800
Jet Airways,23/02/2023,Bangalore,Delhi,15:47,3h 24m,1 stop,6516
SpiceJet,15/04/2023,Delhi,Kolkata,22:42,16h 10m,2 stops,9703
SpiceJet,29/03/2023,Mumbai,Hyderabad,14:17,7h 0m,1 stop,5662
Air India,14/04/2023,Chennai,Delhi,07:33,11h 58m,3 stops,11192
Air Asia,05/04/2023,Mumbai,New Delhi,02:18,21h 56m,3 stops,12460
Multiple carriers,16/04/2023,Chennai,Delhi,05:26,8h 11m,3 stops,9437
Vistara,14/03/2023,Kolkata,Hyderabad,03:25,23h 2m,1 stop,11063
Jet Airways,10/03/2023,Delhi,Hyderabad,09:42,3h 44m,1 stop,8111
Air Asia,16/01/2023,Chennai,Delhi,11:04,25h 6m,2 stops,12089
Air Asia,27/01/2023,Kolkata,Cochin,16:02,15h 1m,non-stop,7058
Air Asia,06/04/2023,Chennai,Cochin,12:54,7h 25m,non-stop,3771
Multiple carriers,28/04/2023,Bangalore,Hyderabad,04:20,22h 47m,3 stops,12992
Air Asia,12/03/2023,Bangalore,New Delhi,21:15,23h 28m,1 stop,10214
Multiple carriers,18/04/2023,Kolkata,Bangalore,00:38,4h 11m,2 stops,6254
Vistara,27/03/2023,Kolkata,New Delhi,00:43,9h 9m,3 stops,9483
Jet Airways,05/01/2023,Kolkata,Hyderabad,21:34,7h 28m,non-stop,7463
Air India,09/02/2023,Chennai,Hyderabad,14:03,20h 0m,non-stop,9581
Vistara,17/02/2023,Kolkata,Bangalore,07:12,3h 1m,3 stops,7307
IndiGo,29/03/2023,Delhi,Bangalore,21:04,8h 56m,non-stop,5132
Jet Airways,23/02/2023,Kolkata,New Delhi,16:06,11h 20m,1 stop,9529
SpiceJet,01/05/2023,Mumbai,Kolkata,13:07,8h 13m,non-stop,4230
GoAir,21/02/2023,Kolkata,New Delhi,20:20,1h 24m,non-stop,3189
SpiceJet,15/04/2023,Bangalore,Hyderabad,08:41,20h 23m,non-stop,6637
SpiceJet,09/04/2023,Chennai,Cochin,19:31,4h 45m,1 stop,4515
Air India,22/03/2023,Mumbai,Cochin,22:24,22h 59m,1 stop,10680
Jet Airways,03/03/2023,Delhi,Hyderabad,02:21,1h 38m,non-stop,5033
SpiceJet,01/04/2023,Mumbai,Delhi,00:14,1h 39m,non-stop,2382
SpiceJet,21/03/2023,Chennai,Bangalore,02:03,5h 23m,3 stops,7857
SpiceJet,24/03/2023,Kolkata,Bangalore,01:15,24h 38m,3 stops,13513
GoAir,10/02/2023,Kolkata,Cochin,20:50,25h 2m,3 stops,14077
Multiple carriers,12/02/2023,Bangalore,Hyderabad,10:15,7h 34m,non-stop,5606
SpiceJet,22/04/2023,Kolkata,Delhi,12:33,11h 11m,3 stops,10039
IndiGo,09/01/2023,Bangalore,Kolkata,06:03,21h 9m,1 stop,8507
Air India,12/03/2023,Kolkata,Delhi,06:15,17h 5m,3 stops,13234
Air Asia,03/04/2023,Delhi,Bangalore,06:15,14h 11m,1 stop,7620
Multiple carriers,23/03/2023,Mumbai,Kolkata,06:17,16h 5m,2 stops,9815
Vistara,20/03/2023,Kolkata,Delhi,23:27,25h 9m,3 stops,12790
Vistara,08/04/2023,Chennai,New Delhi,09:38,18h 9m,1 stop,8526
Vistara,28/02/2023,Chennai,Cochin,09:24,18h 38m,3 stops,11147
GoAir,02/03/2023,Kolkata,Hyderabad,06:09,7h 0m,non-stop,5514
GoAir,29/04/2023,Chennai,Kolkata,13:25,24h 23m,3 stops,13502
Multiple carriers,22/02/2023,Mumbai,New Delhi,01:58,4h 24m,1 stop,4897
Vistara,14/02/2023,Delhi,Hyderabad,16:45,16h 40m,2 stops,10426
IndiGo,05/04/2023,Chennai,Kolkata,07:15,16h 2m,2 stops,9792
IndiGo,19/03/2023,Kolkata,Cochin,14:43,5h 16m,1 stop,5483
Jet Airways,09/04/2023,Bangalore,New Delhi,02:41,23h 58m,3 stops,15064
Air India,23/04/2023,Mumbai,Bangalore,13:10,14h 16m,2 stops,10525
Vistara,04/04/2023,Mumbai,Cochin,13:48,24h 55m,non-stop,8223
GoAir,06/04/2023,Kolkata,Cochin,06:59,24h 25m,2 stops,11013
Jet Airways,13/01/2023,Chennai,New Delhi,02:49,23h 26m,3 stops,15590
Multiple carriers,23/01/2023,Chennai,Bangalore,11:11,23h 8m,1 stop,10246
Jet Airways,27/02/2023,Mumbai,New Delhi,18:52,7h 11m,1 stop,7370
Jet Airways,26/04/2023,Kolkata,Cochin,13:28,21h 58m,non-stop,11028
Jet Airways,11/01/2023,Bangalore,Cochin,12:07,9h 4m,2 stops,9310
SpiceJet,28/03/2023,Chennai,Kolkata,03:00,2h 17m,non-stop,3362
IndiGo,12/04/2023,Bangalore,Delhi,00:24,20h 33m,2 stops,11408
Air Asia,19/03/2023,Chennai,Cochin,13:21,12h 43m,2 stops,8645
SpiceJet,21/02/2023,Delhi,Hyderabad,12:39,2h 22m,2 stops,6651
Air India,22/04/2023,Bangalore,Kolkata,22:25,24h 53m,1 stop,10552
Air India,31/03/2023,Mumbai,Cochin,07:23,15h 39m,3 stops,12304
Vistara,23/03/2023,Kolkata,New Delhi,10:01,21h 23m,non-stop,9235
GoAir,19/03/2023,Chennai,Bangalore,15:25,24h 39m,non-stop,8713
Vistara,20/04/2023,Chennai,Hyderabad,22:57,4h 46m,3 stops,8101
SpiceJet,23/04/2023,Kolkata,Delhi,18:50,23h 32m,non-stop,7511
Air Asia,17/04/2023,Bangalore,Cochin,21:35,15h 10m,3 stops,12205
Air India,11/03/2023,Chennai,Hyderabad,07:15,7h 10m,non-stop,4966
Vistara,26/04/2023,Bangalore,Cochin,12:49,9h 14m,2 stops,8613
Air Asia,18/01/2023,Bangalore,Hyderabad,17:40,24h 31m,non-stop,9629
GoAir,09/04/2023,Kolkata,Delhi,19:04,21h 21m,3 stops,13614
Vistara,14/04/2023,Mumbai,Kolkata,07:14,9h 7m,2 stops,7429
Air India,05/04/2023,Bangalore,Cochin,18:59,7h 47m,non-stop,5923
GoAir,18/02/2023,Kolkata,Cochin,18:47,1h 19m,non-stop,3458
SpiceJet,10/02/2023,Chennai,Kolkata,11:51,22h 59m,1 stop,9564
SpiceJet,02/01/2023,Bangalore,Kolkata,17:54,15h 20m,1 stop,8421
Multiple carriers,28/02/2023,Kolkata,Hyderabad,04:38,10h 9m,non-stop,5726
GoAir,16/01/2023,Delhi,Hyderabad,08:54,23h 36m,3 stops,13542
SpiceJet,01/04/2023,Chennai,Cochin,12:03,11h 9m,1 stop,7486
SpiceJet,04/04/2023,Bangalore,Kolkata,12:19,22h 58m,1 stop,8544
Vistara,28/03/2023,Delhi,Kolkata,15:22,25h 25m,3 stops,12897
Multiple carriers,29/04/2023,Delhi,Hyderabad,06:44,18h 25m,non-stop,6768
GoAir,19/04/2023,Mumbai,New Delhi,22:19,15h 41m,1 stop,8432
Jet Airways,03/03/2023,Chennai,Hyderabad,09:57,5h 13m,1 stop,8397
SpiceJet,03/04/2023,Bangalore,Cochin,18:06,22h 50m,1 stop,9271
Vistara,13/01/2023,Kolkata,New Delhi,11:30,6h 3m,non-stop,4555
GoAir,20/01/2023,Mumbai,Kolkata,20:46,13h 15m,non-stop,5493
SpiceJet,08/02/2023,Chennai,Kolkata,22:38,6h 41m,3 stops,9088
Air India,18/02/2023,Chennai,Hyderabad,08:40,21h 28m,2 stops,11273
Air India,16/01/2023,Bangalore,New Delhi,15:41,22h 58m,1 stop,10047
Air Asia,06/04/2023,Delhi,Hyderabad,03:50,19h 11m,3 stops,12241
Vistara,13/01/2023,Delhi,Bangalore,10:04,23h 58m,1 stop,10080
IndiGo,15/04/2023,Chennai,Delhi,17:50,17h 31m,non-stop,6812
Air India,25/04/2023,Kolkata,Hyderabad,03:11,20h 44m,1 stop,9510
Air Asia,15/03/2023,Delhi,Bangalore,06:41,6h 5m,2 stops,8243
IndiGo,06/03/2023,Bangalore,New Delhi,09:23,18h 10m,3 stops,12435
IndiGo,06/01/2023,Kolkata,Cochin,16:57,10h 42m,3 stops,8786
Air Asia,19/03/2023,Delhi,Cochin,17:32,7h 44m,non-stop,5107
IndiGo,25/01/2023,Kolkata,New Delhi,04:19,7h 8m,1 stop,5961
GoAir,04/04/2023,Delhi,Bangalore,19:27,3h 35m,2 stops,6283
Vistara,01/05/2023,Kolkata,New Delhi,08:43,14h 44m,1 stop,8097
SpiceJet,04/04/2023,Bangalore,Hyderabad,08:40,23h 41m,1 stop,10213
GoAir,24/03/2023,Mumbai,Hyderabad,16:38,6h 26m,1 stop,5647
Vistara,19/03/2023,Chennai,New Delhi,07:04,9h 7m,non-stop,5650
Vistara,23/03/2023,Bangalore,Cochin,02:23,11h 49m,2 stops,8049
SpiceJet,29/01/2023,Delhi,Kolkata,12:06,4h 11m,2 stops,6705
Air Asia,14/02/2023,Bangalore,Delhi,22:36,10h 35m,2 stops,8744
Air India,07/04/2023,Bangalore,Cochin,12:11,12h 51m,3 stops,11476
Jet Airways,07/03/2023,Delhi,Hyderabad,22:09,22h 8m,1 stop,11775
Multiple carriers,23/03/2023,Bangalore,Hyderabad,11:45,25h 15m,3 stops,14197
Air Asia,13/04/2023,Kolkata,Cochin,14:32,10h 17m,3 stops,10066
SpiceJet,20/04/2023,Delhi,Hyderabad,02:19,14h 49m,2 stops,9731
Air India,04/04/2023,Bangalore,New Delhi,07:05,6h 36m,non-stop,4673
Multiple carriers,14/04/2023,Mumbai,Kolkata,00:27,22h 32m,1 stop,9982
Air Asia,28/03/2023,Mumbai,Hyderabad,17:44,4h 25m,non-stop,4262
SpiceJet,24/02/2023,Bangalore,Hyderabad,22:34,24h 22m,1 stop,10513
IndiGo,22/01/2023,Mumbai,Kolkata,21:59,25h 33m,1 stop,9608
Air India,07/03/2023,Delhi,Bangalore,11:03,14h 31m,3 stops,11349
GoAir,27/04/2023,Bangalore,Cochin,21:15,18h 54m,non-stop,7094
Multiple carriers,03/02/2023,Chennai,Cochin,06:00,24h 40m,3 stops,12945
Multiple carriers,30/04/2023,Mumbai,New Delhi,14:57,20h 54m,3 stops,11617
GoAir,28/02/2023,Bangalore,Delhi,10:19,12h 6m,non-stop,5716
Jet Airways,02/01/2023,Chennai,Cochin,03:27,16h 12m,non-stop,9083
Jet Airways,27/04/2023,Chennai,New Delhi,15:00,5h 49m,2 stops,8713
Air Asia,08/02/2023,Chennai,Cochin,11:27,6h 34m,2 stops,6722
Air Asia,18/01/2023,Chennai,Bangalore,11:47,14h 0m,2 stops,10309
SpiceJet,06/01/2023,Bangalore,Cochin,04:25,14h 47m,2 stops,9845
IndiGo,26/01/2023,Kolkata,Hyderabad,15:42,9h 7m,3 stops,9251
Air Asia,07/04/2023,Kolkata,Cochin,12:32,24h 59m,3 stops,12769
Air India,17/01/2023,Bangalore,New Delhi,04:22,17h 0m,1 stop,8856
GoAir,05/04/2023,Chennai,Delhi,00:27,16h 18m,2 stops,9995
Air India,21/03/2023,Chennai,Bangalore,04:46,17h 11m,1 stop,9325
Air India,01/02/2023,Delhi,Hyderabad,21:52,14h 12m,3 stops,12446
Air India,24/01/2023,Mumbai,Delhi,06:54,19h 40m,1 stop,9719
Air India,05/02/2023,Kolkata,New Delhi,06:59,5h 27m,non-stop,5512
SpiceJet,18/02/2023,Bangalore,New Delhi,13:33,10h 44m,1 stop,5954
GoAir,08/01/2023,Chennai,Kolkata,16:27,21h 3m,2 stops,10475
Multiple carriers,01/05/2023,Delhi,Cochin,11:45,14h 15m,2 stops,10333
IndiGo,01/01/2023,Kolkata,New Delhi,01:42,24h 20m,1 stop,9584
Air Asia,24/01/2023,Delhi,Kolkata,08:31,12h 21m,2 stops,8228
Air India,12/03/2023,Bangalore,Hyderabad,04:21,12h 47m,2 stops,10521
GoAir,05/02/2023,Kolkata,Hyderabad,06:37,13h 5m,non-stop,5517
Air India,27/04/2023,Bangalore,Delhi,20:52,7h 12m,3 stops,11145
Air India,21/03/2023,Bangalore,Delhi,10:19,24h 30m,1 stop,11592
Jet Airways,12/03/2023,Bangalore,Kolkata,22:16,25h 54m,2 stops,15082
GoAir,02/04/2023,Chennai,Hyderabad,03:58,14h 4m,3 stops,10858
IndiGo,05/02/2023,Kolkata,Delhi,22:08,10h 2m,non-stop,5626
SpiceJet,29/03/2023,Chennai,Kolkata,17:55,17h 4m,1 stop,8146
Vistara,21/02/2023,Mumbai,Kolkata,19:17,7h 11m,non-stop,4077
SpiceJet,02/01/2023,Mumbai,Hyderabad,16:29,17h 45m,2 stops,9371
SpiceJet,04/02/2023,Delhi,Hyderabad,17:07,6h 14m,non-stop,4092
SpiceJet,19/01/2023,Delhi,Hyderabad,08:59,5h 17m,non-stop,4065
SpiceJet,15/01/2023,Kolkata,Delhi,00:41,12h 40m,2 stops,8164
Air India,03/04/2023,Mumbai,Cochin,04:26,20h 18m,2 stops,11117
IndiGo,04/04/2023,Delhi,Bangalore,08:11,9h 1m,non-stop,5229
Vistara,23/03/2023,Delhi,Hyderabad,19:35,7h 52m,3 stops,8701
GoAir,16/03/2023,Delhi,Bangalore,20:51,25h 25m,1 stop,10663
SpiceJet,19/01/2023,Chennai,Cochin,15:05,16h 11m,3 stops,10378
Jet Airways,04/03/2023,Kolkata,Delhi,23:11,21h 18m,non-stop,9885
Jet Airways,19/03/2023,Kolkata,Hyderabad,06:04,5h 4m,3 stops,10252
Air Asia,03/04/2023,Chennai,New Delhi,16:08,24h 48m,non-stop,9235
Air India,03/01/2023,Chennai,Kolkata,03:52,1h 48m,non-stop,3520
SpiceJet,19/01/2023,Bangalore,Cochin,20:38,1h 50m,non-stop,3711
Air India,15/04/2023,Mumbai,Hyderabad,10:54,23h 5m,1 stop,10535
Air Asia,15/04/2023,Mumbai,Kolkata,05:19,11h 30m,1 stop,6749
IndiGo,04/02/2023,Mumbai,Hyderabad,20:34,4h 1m,non-stop,2710
Multiple carriers,24/04/2023,Bangalore,Delhi,13:09,1h 58m,non-stop,2299
SpiceJet,19/01/2023,Chennai,Kolkata,11:41,10h 14m,3 stops,9906
Air India,15/01/2023,Chennai,Bangalore,07:06,10h 22m,non-stop,6760
GoAir,29/04/2023,Bangalore,Cochin,02:57,2h 38m,1 stop,4364
Vistara,18/03/2023,Mumbai,Cochin,05:43,14h 9m,2 stops,9779
Multiple carriers,28/04/2023,Delhi,Cochin,15:42,12h 59m,2 stops,9660
Air India,19/01/2023,Bangalore,Hyderabad,10:09,13h 28m,3 stops,12418
Air India,24/02/2023,Bangalore,Delhi,23:17,5h 5m,2 stops,7511
Jet Airways,10/02/2023,Chennai,Cochin,15:27,16h 44m,3 stops,13732
GoAir,28/04/2023,Kolkata,Hyderabad,07:24,14h 35m,3 stops,11103
Air Asia,16/04/2023,Mumbai,Delhi,07:24,3h 37m,3 stops,8329
SpiceJet,01/01/2023,Bangalore,Cochin,06:54,1h 23m,non-stop,3711
Jet Airways,27/04/2023,Bangalore,New Delhi,11:23,25h 52m,1 stop,12353
Air Asia,30/04/2023,Kolkata,Delhi,13:15,7h 52m,1 stop,5364
Jet Airways,01/04/2023,Bangalore,Hyderabad,04:24,24h 1m,3 stops,15261
IndiGo,16/03/2023,Bangalore,Hyderabad,02:30,20h 55m,1 stop,8061
Jet Airways,11/01/2023,Delhi,Bangalore,07:04,1h 36m,non-stop,4556
Jet Airways,18/01/2023,Chennai,Hyderabad,23:33,23h 19m,3 stops,15092
GoAir,30/03/2023,Chennai,Hyderabad,00:18,4h 9m,non-stop,4804
IndiGo,06/03/2023,Mumbai,Bangalore,05:00,13h 53m,3 stops,10642
Air Asia,17/04/2023,Mumbai,Hyderabad,08:58,19h 32m,2 stops,11202
SpiceJet,04/02/2023,Chennai,Bangalore,02:33,13h 8m,1 stop,7070
IndiGo,16/04/2023,Kolkata,Bangalore,23:35,20h 53m,non-stop,8172
Air Asia,25/03/2023,Chennai,Cochin,20:25,13h 10m,non-stop,6895
GoAir,04/02/2023,Chennai,Bangalore,03:06,3h 23m,2 stops,5807
SpiceJet,11/03/2023,Delhi,Bangalore,03:04,7h 38m,non-stop,4799
Multiple carriers,26/01/2023,Kolkata,Delhi,20:59,2h 15m,2 stops,5674
IndiGo,06/01/2023,Mumbai,Kolkata,01:20,3h 19m,non-stop,2980
Multiple carriers,25/01/2023,Chennai,Delhi,10:48,13h 46m,2 stops,10244
Jet Airways,22/02/2023,Bangalore,Cochin,23:32,4h 32m,1 stop,6548
Vistara,22/04/2023,Chennai,Delhi,01:18,6h 9m,3 stops,8161
Air India,14/04/2023,Kolkata,Bangalore,21:41,5h 49m,1 stop,7723
GoAir,13/02/2023,Chennai,Bangalore,09:23,20h 54m,3 stops,11581
Vistara,20/03/2023,Kolkata,Bangalore,19:04,5h 36m,3 stops,7949
IndiGo,12/03/2023,Kolkata,Cochin,02:31,4h 29m,2 stops,5847
Multiple carriers,05/02/2023,Kolkata,New Delhi,18:23,12h 5m,non-stop,5366
Air Asia,02/02/2023,Delhi,Kolkata,14:41,5h 7m,3 stops,7831
GoAir,22/02/2023,Delhi,Kolkata,19:58,22h 8m,3 stops,12751
GoAir,22/02/2023,Delhi,Hyderabad,16:28,9h 56m,non-stop,5521
IndiGo,16/04/2023,Kolkata,Hyderabad,17:00,5h 54m,non-stop,3345
Vistara,21/02/2023,Kolkata,Delhi,02:14,13h 55m,3 stops,11120
Air India,01/03/2023,Delhi,Kolkata,20:34,15h 6m,non-stop,7119
Air India,26/01/2023,Chennai,Kolkata,12:21,3h 20m,2 stops,7987
Air Asia,05/04/2023,Kolkata,Hyderabad,15:07,9h 29m,non-stop,5366
Jet Airways,23/03/2023,Chennai,Bangalore,06:20,19h 2m,3 stops,13377
GoAir,28/01/2023,Chennai,Kolkata,01:13,1h 48m,non-stop,2802
Multiple carriers,19/01/2023,Kolkata,New Delhi,02:17,13h 5m,2 stops,10039
Air Asia,28/01/2023,Chennai,Delhi,21:57,9h 11m,non-stop,4439
Vistara,22/01/2023,Delhi,Cochin,06:22,14h 30m,3 stops,11096
Jet Airways,27/04/2023,Chennai,Cochin,22:36,13h 52m,non-stop,8398
SpiceJet,27/03/2023,Bangalore,Hyderabad,18:39,5h 20m,2 stops,5779
Jet Airways,05/03/2023,Chennai,Bangalore,10:07,22h 26m,2 stops,13566
IndiGo,23/03/2023,Chennai,Bangalore,14:40,19h 6m,non-stop,6697
SpiceJet,11/03/2023,Chennai,Hyderabad,05:38,13h 13m,2 stops,8179
SpiceJet,17/02/2023,Mumbai,New Delhi,11:01,10h 57m,2 stops,8028
Air India,28/02/2023,Chennai,Hyderabad,13:26,12h 22m,3 stops,11571
GoAir,24/02/2023,Bangalore,Kolkata,11:11,18h 38m,1 stop,9111
Vistara,19/04/2023,Chennai,Cochin,21:44,22h 27m,2 stops,11937
